brand,name,year,shape,weight_g,balance,core,surface,price_zar,price_high_zar,price_spread,cheapest_store,stores_count,stores,level,best_for,in_stock,url,description
Adidas,adidas Cross IT Team,,diamond,,,,,2939,2939,0,Virgin Active Padel Club,1,Virgin Active Padel Club,improver,,yes,https://virginactivepadelclub.co.za/products/adidas-cross-it-team,"The Cross It Team is one of the two innovative models in the Cross It range. This racquet is designed for high-level players, featuring all the Cross It technologies and made from premium materials. The aerodynamic enhancement of Dynamic Air Flow improves handling, while the Power Extra Grip and 11 Thirteen hole arrangement increase power. Its diamond shape complements aggressive play, resulting i"
Adidas,Adidas Cross It Team 3.4,,,,,EVA,fibreglass,3695,3695,0,World of Padel,1,World of Padel,improver,,no,https://worldofpadel.co.za/product/adidas-cross-it-team-3-4/,"Adidas Cross It Team 3.4 The Cross It Team 3.4 has been developed by Adidas for the dedicated player looking for unmatched control and feel on the court. Featuring the dynamic air flow technology, this Padel Racket is unique in its performance and appearance. All for Padel, the official manufacturers for Adidas Padel, have become known for producing high-performance products with elegant designs f"
Adidas,adidas Cross IT Team Light,2026,round,345,low,EVA,fibreglass,2939,3999,1060,Virgin Active Padel Club,3,PadelZone | Virgin Active Padel Club | World of Padel,improver,,yes,https://virginactivepadelclub.co.za/products/adidas-cross-it-team-light,"2026 Adidas Cross IT Team Light The Adidas Cross It Team Light 2026 is a lightweight control-focused padel racket designed for intermediate players seeking comfort, precision, and easy maneuverability on the court. Engineered with a round shape and low balance, this racket offers excellent control and stability, making it ideal for players who prioritize accurate shot placement and consistent perf"
Adidas,Adidas Cross It Team Light 3.4,2025,round,340,,EVA,carbon,2800,2995,195,World of Padel,2,PadelDeals | World of Padel,improver,,yes,https://worldofpadel.co.za/product/adidas-cross-it-team-light-3-4/,"Adidas Cross It Team Light 3.4 The Adidas Cross It Team Light 3.4 is a standout from the 2025 collection , designed for players who prioritize lightness without compromising performance . Featuring the latest Cross It technology , this racquet offers a perfect blend of power, control, and maneuverability . With its reduced weight , it allows for faster reaction times and effortless handling , maki"
Adidas,Adidas CrossIt Control Padel Racket | 2026,2026,round,,,EVA,15K carbon,7995,7995,0,PadelGear,1,PadelGear,advanced,,yes,https://www.padelgear.co.za/products/adidas-crossit-control-padel-racket-2026,"Bring elite precision and a sharp aesthetic to the court with the Adidas Cross It CTRL Padel Racket. Crafted specifically for the rigorous demands of modern padel, this 2026 model offers a perfect balance of exceptional stability, precise touch, and quick response. ​Whether you are dictating the pace of the rally from the baseline or defending low off the glass, the Cross It CTRL is engineered to "
Adidas,Adidas CrossIt Team Control Padel Racket | 2026,2026,round,345,,EVA,fibreglass,3995,3995,0,PadelGear,1,PadelGear,improver,,yes,https://www.padelgear.co.za/products/adidas-crossit-team-light-control-padel-racket-2026,"Bring elite control and a sharp aesthetic to the court with the Adidas Cross It Team Light 2026 Padel Racket. Crafted specifically for the rigorous demands of modern padel, this lightweight 2026 model offers a perfect balance of accessible precision, high maneuverability, and supreme comfort. ​Whether you are defending low off the glass or setting up the point with intelligent shot placement, the "
Adidas,Adidas CrossIt Team Light Padel Racket | 2026,2026,round,,,EVA,fibreglass,4495,4495,0,PadelGear,1,PadelGear,improver,,yes,https://www.padelgear.co.za/products/adidas-crossit-team-light-2026,"Made by Adidas for our ladies of Padel, the Cross IT Team Light 2026 is a the lightweight and comfortable padel racket with high levels of manuverability. Featuring a round shape with centred sweet spot and Fibreglass face, this innovative racket weighs just 345-360 grams and combines a Soft Performance EVA core with revolutionary the 11 Thirteen technology for exceptional control with improved ha"
Adidas,adidas Drive Black 3.4,2025,round,,,soft EVA,fibreglass,1395,1499,104,PadelDeals,4,PadelDeals | PadelZone | Virgin Active Padel Club | World of Padel,beginner,,yes,https://padeldeals.co.za/products/2025-adidas-drive-black-3-4,"Everything a beginner needs for a smooth and confident start in padel, perfectly combined in this racquet. The ADIDAS DRIVE BLACK 3.4 is perfect for those starting out, offering all the features beginners need to improve and gain confidence on the court. Its Structural Reinforcement enhances durability by resisting torsion, while the Smart Holes Lineal pattern strengthens the striking surface for "
Adidas,adidas Drive Grey 3.4,2025,round,,,soft EVA,fibreglass,1395,1499,104,PadelDeals,4,PadelDeals | PadelZone | Virgin Active Padel Club | World of Padel,beginner,,yes,https://padeldeals.co.za/products/2025-adidas-drive-grey-3-4,"Ideal for newcomers, this racquet combines comfort, balance, and easy handling for a smooth start in padel. The ADIDAS DRIVE GREY 3.4 is the perfect racquet for newcomers to padel, offering a smooth blend of performance and comfort. Designed for players just discovering the sport, it features a fibreglass surface and EVA Soft Performance foam for excellent ball output and a comfortable feel during"
Adidas,adidas Drive Light 3.4,2025,round,,,soft EVA,fibreglass,1399,1999,600,Virgin Active Padel Club,4,PadelDeals | PadelZone | Virgin Active Padel Club | World of Padel,beginner,,yes,https://virginactivepadelclub.co.za/products/adidas-drive-light-3-4,"A lightweight companion that combines comfort and precision for smooth shots on the court. The ADIDAS DRIVE LIGHT 3.4 is the ideal choice for beginners seeking control and comfort in every shot. Its lightweight design enhances manoeuvrability and precision, making quick movements on the court effortless while ensuring better control during defensive plays. Equipped with a fibreglass surface and lo"
Adidas,adidas Match Black 2026,2026,teardrop,,medium,EVA,fibreglass,1999,1999,0,PadelZone,2,PadelZone | Virgin Active Padel Club,beginner,,yes,https://padelzone.co.za/products/adidas-match-black-2026-padel-racket,"The Adidas Match Black 2026 is a versatile Padel racket built for players stepping onto the court for the first time or looking to refine their developing game. Part of the Adidas Discovery range for 2026, this racket pairs a forgiving teardrop shape with a medium balance point, delivering an accessible blend of control and attacking capability in every rally. Adidas has long been a force in racqu"
Adidas,Adidas Match Black/Lime 2026,2026,teardrop,,medium,EVA,fibreglass,1999,1999,0,PadelZone,2,PadelZone | Virgin Active Padel Club,beginner,,yes,https://padelzone.co.za/products/adidas-match-black-lime-2026-padel-racket,"The Adidas Match Black/Lime 2026 is a beginner-friendly Padel racket from the Adidas Discovery range, engineered to help newer players develop their skills with maximum comfort and forgiveness. Sporting a striking black and lime green colourway, this racket looks as fresh as it plays. Adidas continues to refine its entry-level Padel offering, and the Match series sits at the heart of that mission."
Adidas,adidas Match Blue 3.4,2025,round,,,soft EVA,fibreglass,1395,1499,104,PadelDeals,3,PadelDeals | PadelZone | Virgin Active Padel Club,beginner,,yes,https://padeldeals.co.za/products/2025-adidas-match-blue-3-4,"Shape your style with a design that combines powerful shots with precise control. The ADIDAS MATCH BLUE 3.4 is the ideal racquet for players who want to refine their technique while delivering outstanding performance on the court. Its all-round shape offers the versatility needed for both offensive and defensive play, making it a reliable companion for any match. Crafted with a fibreglass surface "
Adidas,Adidas Match Light 2026,2026,teardrop,,,EVA,fibreglass,1999,1999,0,PadelZone,2,PadelZone | Virgin Active Padel Club,beginner,,yes,https://padelzone.co.za/products/adidas-match-light-2026-padel-racket,"The Adidas Match Light 2026 is a lightweight Padel racket designed for women and lighter-framed players who want manoeuvrability without sacrificing ball output. Part of the Adidas Discovery range, it brings the same trusted technology found across the 2026 collection into a more accessible package. Adidas understands that comfort on court starts with a racket that moves the way you do. The Match "
Adidas,adidas Match Light 3.4,,round,,,soft EVA,fibreglass,1399,1399,0,Virgin Active Padel Club,1,Virgin Active Padel Club,beginner,,no,https://virginactivepadelclub.co.za/products/adidas-match-light-3-4,"The Match Light 3.4 is perfect for players starting out who want a balance of comfort and performance. Its lightweight design ensures easy handling and agility, making every move on the court effortless. The all-round shape offers versatility for both offensive and defensive play. With a fibreglass surface and low-density EVA Soft Performance, it delivers excellent ball output and a comfortable fe"
Adidas,Adidas Metalbone 3.3 Padel Racket,2024,diamond,360,high,soft EVA,carbon,3799,3799,0,The Padel Market,2,The Padel Market | World of Padel,improver,,yes,https://thepadelmarket.co.za/products/adidas-metalbone-3-3-2024,"Take the Court by Storm with Superior Power. The Padel Market Playing Profile Diamond · Power · Advanced Power Very high Control Low Comfort Low Manoeuvrability Medium Shape Diamond Weight 345‑360g(12g) Level Advanced Description The Adidas Metalbone 3.3 2024 is a diamond-shaped power racket from the Adidas Metalbone family, built for advanced and competitive players. It pairs a Carbon Aluminised "
Adidas,Adidas Metalbone 3.4,2025,diamond,360,,EVA,carbon,4599,6795,2196,The Padel Market,6,Africa Padel | PadelDeals | PadelZone | The Padel Market | Virgin Active Padel Club | World of Padel,intermediate,,yes,https://thepadelmarket.co.za/products/adidas-metalbone-3-4-2025,"The Adidas Metalbone 3.4 2025 is the ultimate weapon for advanced players seeking power, precision, and customisation. Featuring a diamond-shaped design and Weight & Balance System, this racket lets you fine-tune its balance for optimal performance. Crafted with aluminized 16K carbon and low-density EVA rubber, it delivers exceptional strength, control, and comfort. The Power Groove enhances struc"
Adidas,Adidas Metalbone Carbon 3.3 2024 Padel Racket,2024,diamond,360,high,soft EVA,carbon,2999,2999,0,The Padel Market,1,The Padel Market,improver,,yes,https://thepadelmarket.co.za/products/adidas-metalbone-carbon-3-3-2024,"Dominate the Court with Precision and Power. The Padel Market Playing Profile Round · Hybrid · Intermediate Power High Control Very high Comfort Very high Manoeuvrability High Shape Round Level Intermediate Description The Adidas Metalbone Carbon 3.3 2024 is a round-shaped all-round racket in the Metalbone family, offering a crisp carbon response with a balanced, versatile feel. It suits intermedi"
Adidas,adidas Metalbone Carbon 3.4,2025,round,360,,EVA,carbon,3990,4199,209,World of Padel,4,PadelDeals | PadelZone | Virgin Active Padel Club | World of Padel,improver,,yes,https://worldofpadel.co.za/product/2025-adidas-metalbone-carbon-3-4/,"Elevate your game with the 2025 Adidas Metalbone Carbon 3.4 , crafted for elite players who demand unparalleled performance. Featuring an Octagonal Structure internal tubular frame , this racket delivers unmatched power and stability. The Power Extra Grip handle enhances striking inertia, while the low-polyhedron frame and core design optimize energy transfer. Add precision to your shots with the "
Adidas,Adidas Metalbone Carbon Control 3.4,2025,round,360,,soft EVA,carbon,3995,3995,0,PadelDeals,2,PadelDeals | World of Padel,improver,,yes,https://padeldeals.co.za/products/2025-adidas-metalbone-carbon-ctrl-3-4,"The 2025 Adidas Metalbone Carbon CTRL 3.4 is a top-tier padel racket designed for elite players seeking ultimate control. Its round shape, paired with advanced features like the Octagonal Structure, Power Extra Grip handle, and low-polyhedron design in the core and frame, provides an exceptional balance of precision and power. Crafted with premium materials, this racket offers superior performance"
Adidas,Adidas Metalbone Carbon CTRL 3.3 2024 Padel Racket,2024,round,360,,soft EVA,carbon,2999,2999,0,The Padel Market,1,The Padel Market,improver,,yes,https://thepadelmarket.co.za/products/adidas-metalbone-carbon-ctrl-3-3-2024,Precision in Every Rally. Elevate Your Control Game. The Padel Market Playing Profile Round · Control · Intermediate Power Low Control Very high Comfort Very high Manoeuvrability Very high Shape Round Weight 345‑360g(12g) Level Intermediate Description The Adidas Metalbone Carbon CTRL 3.3 2024 is a round-shaped control racket that adds a crisp carbon feel while staying friendlier than the stiffer 
Adidas,Adidas Metalbone Carbon CTRL 3.4 Padel Racket,2025,round,360,,soft EVA,carbon,3499,3999,500,The Padel Market,2,PadelZone | The Padel Market,improver,,yes,https://thepadelmarket.co.za/products/adidas-metalbone-carbon-ctrl-3-4-2025,Elevate Your Game with Precision &amp; Adaptability. The Padel Market Playing Profile Round · Control · Intermediate Power Low Control Very high Comfort Very high Manoeuvrability Very high Shape Round Weight ~345‑360g(varies) Level Intermediate Description The Adidas Metalbone Carbon CTRL 3.4 2025 is a round-shaped control racket that adds a crisp carbon feel while staying friendlier than the stif
Adidas,Adidas Metalbone Control 3.4,,round,360,low,soft EVA,carbon,4950,4950,0,World of Padel,1,World of Padel,intermediate,,yes,https://worldofpadel.co.za/product/adidas-metalbone-control-3-4/,"Adidas Metalbone Control 3.4 Dominate the court with the new Adidas Metalbone CTRL 3.4 2025! This control-focused variant of the Metalbone 3.4 features a round shape to enhance striking precision, with a strategically positioned sweetspot near the center, thanks to a low balance. The padel racket is made of fiberglass. However, it’s important not to mistake a control-focused racket for one intende"
Adidas,adidas Metalbone CTRL 3.3,2024,round,360,,soft EVA,carbon,3750,4679,929,World of Padel,3,The Padel Market | Virgin Active Padel Club | World of Padel,improver,,yes,https://worldofpadel.co.za/product/adias-metalbone-ctrl-3-3-padel-racket/,"Adidas Metalbone Ctrl 3.3 Padel Racket Take full control of the court with the all new Metalbone CTRL 3.3 by Adidas. Made for players of the highest level with the combination of a round format and central sweet spot. To top things off this Padel Racket has been made with the combination of a 2 on 1 carbon aluminised face and the epic EVA soft performance core. Metalbone has a rebellious spirit, b"
Adidas,adidas Metalbone CTRL 3.4,2025,round,345,low,soft EVA,carbon,4599,5999,1400,The Padel Market,4,PadelDeals | PadelZone | The Padel Market | Virgin Active Padel Club,intermediate,,yes,https://thepadelmarket.co.za/products/adidas-metalbone-ctrl-3-4-2025,"The 2025 Adidas Metalbone CTRL 3.4 is engineered for players who demand control without sacrificing performance. Featuring the innovative Weight & Balance System technology, this racket offers versatility and adaptability for any playing style. Its Carbon Fibre Aluminised 16K construction and low-density EVA Soft Performance rubber ensure excellent ball output and optimal feel on every shot. Desig"
Adidas,Adidas Metalbone Hard + Padel Racket | 2026,2026,diamond,,,EVA,carbon,7995,7995,0,PadelGear,1,PadelGear,advanced,,yes,https://www.padelgear.co.za/products/adidas-metalbone-hard-padel-racket-2026-copy,"Bring elite power and a sharp aesthetic to the court with the Adidas Metalbone HRD+ Padel Racket. Crafted specifically for the rigorous demands of modern padel, this 2026 model offers a perfect balance of explosive power, precision, and elite customization. ​Whether you are dominating points at the net or finishing with aggressive smashes, the Metalbone HRD+ is engineered to maximize your impact a"
Adidas,Adidas Metalbone Hrd+,2026,diamond,360,high,EVA,carbon,3999,7999,4000,World of Padel,5,PadelDeals | PadelZone | The Padel Market | Virgin Active Padel Club | World of Padel,advanced,,yes,https://worldofpadel.co.za/product/adidas-metalbone-hrd-2/,"For players who crave maximum power, the Adidas Metalbone HRD+ 2026 is the ultimate high-rigidity weapon built for domination. Co-developed with Ale Galán, this elite model delivers an exceptionally firm, explosive feel—perfect for professional and aggressive players who finish points with authority. Its diamond shape, high balance and ultra-stiff construction give you devastating power on every s"
Adidas,Adidas Metalbone HRD+ 3.3 2024 Padel Racket,2024,diamond,360,,EVA,carbon,3899,3899,0,The Padel Market,1,The Padel Market,improver,,yes,https://thepadelmarket.co.za/products/adidas-metalbone-hrd-3-3-2024,"Unleash Your Full Attack Game. The Padel Market Playing Profile Diamond · Power · Advanced Power Very high Control Low Comfort Low Manoeuvrability Medium Shape Diamond Weight 345‑360g(12g) Level Advanced Description The Adidas Metalbone HRD+ 3.3 2024 is the firmest, most aggressive racket in the Adidas Metalbone family, a diamond-shaped power frame for advanced attackers. Its stiff Carbon Aluminis"
Adidas,Adidas Metalbone HRD+ 3.4,2025,diamond,345,,EVA,carbon,4599,5599,1000,The Padel Market,5,PadelDeals | PadelZone | The Padel Market | Virgin Active Padel Club | World of Padel,intermediate,,yes,https://thepadelmarket.co.za/products/adidas-metalbone-hrd-3-4-2025,"The 2025 Adidas Metalbone HRD+ 3.4, designed for aggressive play, is a true powerhouse in the world of padel. Crafted with premium materials, its high rigidity ensures optimal performance with every shot. Featuring cutting-edge technologies like Power Extra Grip, Low Poly, and Power Groove, this racket is built to deliver explosive power and precision. The Weight & Balance System adds enhanced ine"
Adidas,Adidas Metalbone Pro Edition Padel Racket | 2026,2026,diamond,,,foam,carbon,8995,8995,0,PadelGear,1,PadelGear,advanced,,yes,https://www.padelgear.co.za/products/adidas-metalbone-reserve-edt-2026-copy,"Tailor your attack and command the court. The 2026 Adidas Metalbone Pro Edition is the pinnacle of customizable performance, forged for elite competitors who refuse to compromise on raw power. By fusing state-of-the-art rigidity with adaptive engineering, this racket puts absolute offensive control in your hands. The standout feature remains its adaptable weighting, giving you the tactical advanta"
Adidas,adidas Metalbone PRO EDT 2025,2025,diamond,,,soft EVA,carbon,7649,7649,0,Virgin Active Padel Club,1,Virgin Active Padel Club,advanced,,yes,https://virginactivepadelclub.co.za/products/adidas-metalbone-pro-edt-2025,"The Metalbone PRO-EDT 2025 is a power racket built with all the features needed to meet the demands of PRO-level players. The 16K aluminized carbon offers high rigidity and durability—ideal for those with powerful strokes. EVA Soft Performanc e rubber adds low density for excellent ball output and comfort. But beyond its specs, this racket represents a moment: turning the game into something great"
Adidas,Adidas Metalbone Pro EDT 2026 Padel Racket – Limited Edition,2026,diamond,345,,soft EVA,12K carbon,6999,6999,0,The Padel Market,1,The Padel Market,advanced,,yes,https://thepadelmarket.co.za/products/adidas-metalbone-pro-edt-2026-padel-racket-limited-edition,"Adidas Metalbone Pro EDT 2026 - Limited Edition. diamond power racket from The Padel Market. The Padel Market Playing Profile Diamond · Power · Advanced Power Very high Control Low Comfort Low Manoeuvrability Medium Shape Diamond Weight 345-360g Core EVA Soft Balance High Level Advanced Description The Adidas Metalbone Pro EDT 2026 is a diamond-shaped power racket from the Adidas Metalbone family,"
Adidas,Adidas Metalbone PRO-EDT 2026 &#8211; Ale Galan,2026,diamond,,high,EVA,carbon,6999,6999,0,World of Padel,1,World of Padel,advanced,,yes,https://worldofpadel.co.za/product/adidas-metalbone-pro-edt-2026-ale-galan/,"Adidas Metalbone PRO-EDT 2026 – Ale Galán Edition Step onto the court with the ferocious energy of Ale Galán. The Adidas Metalbone PRO-EDT 2026 is a limited-edition powerhouse crafted for advanced players who demand explosive aggression without sacrificing speed or finesse. Its iconic diamond shape and high balance point put more mass behind every smash and vibora, while a lightweight frame ensure"
Adidas,Adidas Metalbone PRO-EDT 2026 - Ale Galan,2026,diamond,,high,EVA,carbon,8999,8999,0,PadelZone,2,PadelZone | Virgin Active Padel Club,advanced,,yes,https://padelzone.co.za/products/adidas-metalbone-pro-edt-2026-padel-racket,"The Adidas Metalbone PRO-EDT 2026 Padel Racket is a limited-edition power racket built for advanced players who want Ale Galán-level aggression in a lighter, faster frame. Its diamond shape, high balance and customisable weight system make it a serious weapon for dominating overheads, viboras and finishing shots. Adidas continues to push premium Padel Racket design with the Metalbone family, blend"
Adidas,adidas Metalbone Reserve,2026,diamond,,high,EVA,carbon,6374,6999,625,Virgin Active Padel Club,3,PadelDeals | PadelZone | Virgin Active Padel Club,advanced,,yes,https://virginactivepadelclub.co.za/products/adidas-metalbone-reserve-ale-galans-exclusive-racket,"The adidas Metalbone Reserve is the result of a unique collaboration between adidas’ technological innovation and the vision of one of the most influential padel players today: Ale Galán. This limited-edition racket was created especially for the Reserve Cup Series, a tournament that not only celebrates sporting excellence, but also showcases spectacle, elegance, and the elite of the global padel "
Adidas,Adidas Metalbone Reserve 2025 Padel Racket – Limited Edition,2025,diamond,375,,EVA,carbon,5499,5499,0,The Padel Market,1,The Padel Market,intermediate,,no,https://thepadelmarket.co.za/products/adidas-metalbone-reserve-2025,"Elevate Your Game with Elite Precision &amp; Power. The Padel Market Playing Profile Diamond · Power · Advanced Power Very high Control Low Comfort Low Manoeuvrability Medium Shape Diamond Weight 360‑375g() Level Advanced Description The Adidas Metalbone Reserve 2025 is a diamond-shaped power racket from the Adidas Metalbone family, built for advanced and competitive players. It pairs a Carbon Alu"
Adidas,Adidas Metalbone Reserve 3.5 2026 Padel Racket – Limited Edition,2026,diamond,360,,soft EVA,carbon,5299,5299,0,The Padel Market,1,The Padel Market,intermediate,,yes,https://thepadelmarket.co.za/products/adidas-metalbone-reserve-3-5-2026-limited-edition-padel-racket,Adidas Metalbone Reserve 3.5 2026 - Limited Edition. diamond power racket from The Padel Market. The Padel Market Playing Profile Diamond · Power · Advanced Power Very high Control Low Comfort Low Manoeuvrability Medium Shape Diamond Weight 360-375g Face Carbon Aluminized Core EVA Soft Balance High Level Advanced Description The Adidas Metalbone Reserve 3.5 2026 is a diamond-shaped power racket fr
Adidas,adidas Metalbone Superlight,2026,diamond,330,high,EVA,carbon,2795,3499,704,PadelDeals,5,PadelDeals | PadelGear | PadelZone | The Padel Market | Virgin Active Padel Club,improver,,yes,https://padeldeals.co.za/products/2026-adidas-metalbone-superlight,"Discover how easy padel can be with the adidas Metalbone Superlight 2026. Its lightweight construction, featuring Octagonal Structure and structural reinforcements, combines stiffness and stability, reducing torsion and making every shot more precise. The Diamond Oversize shape offers higher balance and a larger hitting surface, increasing power on offensive shots and making control easier through"
Adidas,Adidas Metalbone Team 3.3,2024,diamond,375,,soft EVA,carbon,2399,2599,200,The Padel Market,2,The Padel Market | World of Padel,beginner,,no,https://thepadelmarket.co.za/products/adidas-metalbone-team-3-3-racket-2024,"Adidas Metalbone Team 3.3 Padel Racket Experience ultimate versatility on the court with the Adidas Metalbone Team 3.3 Padel Racket , crafted for players who demand both power and control. Whether you’re attacking with force or defending with precision, this all-round racket is engineered to deliver balanced performance across every stroke and play style. Designed for All-Around Performance Adidas"
Adidas,Adidas Metalbone Team 3.4,2025,diamond,360,,soft EVA,carbon,2990,3149,159,World of Padel,3,PadelDeals | Virgin Active Padel Club | World of Padel,improver,,yes,https://worldofpadel.co.za/product/adidas-metalbone-team-3-4/,"The 2025 Adidas Metalbone Team 3.4 is a diamond-shaped padel racket designed for players seeking power and control. Equipped with Power Extra Grip and Low Poly polyhedral design, it enhances shot stiffness and strike inertia. Its Octagonal Structure frame ensures stability, minimizing torsion for consistent, powerful hits. The combination of fiberglass and EVA Soft Performance rubber delivers a we"
Adidas,adidas Metalbone Team Light 2026,2026,round,,,EVA,fibreglass,4499,4499,0,PadelZone,2,PadelZone | Virgin Active Padel Club,improver,,yes,https://padelzone.co.za/products/adidas-metalbone-team-light-2026-padel-racket,"Introducing the all new Adidas Metalbone Team Light 2026, the lightweight control-focused entry into the legendary Metalbone family. Featuring a round shape with centred sweet spot and revolutionary octagonal structure, this lightweight Padel Racket weighing just 345-360 grams combines Fibreglass face construction with Soft Performance EVA for exceptional manoeuvrability, comfort and control, maki"
Adidas,Adidas Metalbone Team Light 3.3,2024,round,375,,soft EVA,carbon,2495,2899,404,The Padel Market,2,The Padel Market | World of Padel,beginner,,no,https://thepadelmarket.co.za/products/adidas-metalbone-team-light-3-3-padel-racket-2024,"Adidas Metalbone Team Light 3.3 The Adidas Lightness Padel Racket is designed for intermediate players who seek a lightweight option without compromising performance. With Octagonal Structure technology for increased torsional resistance and Structural Reinforcement for added rigidity, this racket ensures durability and stability. Its rough Spin Blade Gritt surface enhances spin, while the fibergl"
Adidas,Adidas Metalbone Team Light 3.4,2025,round,345,low,soft EVA,fibreglass,3149,3825,676,Virgin Active Padel Club,3,Africa Padel | Virgin Active Padel Club | World of Padel,improver,,yes,https://virginactivepadelclub.co.za/products/adidas-metalbone-team-light-3-4,"Adidas Metalbone Team Light 3.4 The Adidas Metalbone Team Light 3.4 is a high-performance padel racket designed for players seeking control, comfort, and agility . With a round shape and low balance , it ensures precision on every shot while maintaining excellent maneuverability. The fiberglass surface provides flexibility and a great ball output, while the Spin Blade Gritt technology enhances spi"
Adidas,Adidas Metalbone Youth 3.3,,,,,soft EVA,carbon,1550,1550,0,World of Padel,1,World of Padel,beginner,,no,https://worldofpadel.co.za/product/metalbone-youth-3-3-2/,"Adidas Metalbone Youth The Metalbone Youth 3.3 by Adidas has been developed specifically for younger Padel players looking to advance their game and gain in strength and confidence. The Octagonal Structure and Structural Reinforcement technologies, coupled with the Adidas soft EVA performance code provide this Padel Racket with high rigidity and a great feel. All for Padel, the official licensed A"
Adidas,adidas Metalbone Youth 3.4,,round,,,,,1889,1889,0,Virgin Active Padel Club,1,Virgin Active Padel Club,beginner,,yes,https://virginactivepadelclub.co.za/products/adidas-metalbone-youth-3-4,"The Metalbone Youth 3.4 brings padel closer to younger players, with every detail designed to suit their needs. Its lighter weight facilitates handling, while its round shape and quality materials aim to provide optimal control. To also excel in aggressive play, this model specifically for younger players incorporates technologies such as the Octagonal Structure and Structural Reinforcement."
Adidas,Adidas RX 2026,2026,round,,,EVA,carbon,2999,2999,0,PadelZone,1,PadelZone,improver,,yes,https://padelzone.co.za/products/adidas-rx-2026-padel-racket,"Introducing the Adidas RX 2026 Padel Racket , the ultimate companion for players in full progression who want to take their game to the next level. Part of the acclaimed RX Series from Adidas, this racket delivers an exceptional balance of power and control for intermediate and advancing players. Adidas has earned a trusted reputation in the Padel world, combining decades of sporting expertise wit"
Adidas,Adidas RX Carbon 2023 Padel Racket,2023,round,360,,soft EVA,carbon,2199,2199,0,The Padel Market,1,The Padel Market,beginner,,no,https://thepadelmarket.co.za/products/adidas-rx-carbon-padel-racket-2023,"Adidas RX Carbon 2023. control racket from The Padel Market. The Padel Market Playing Profile Round · Control · Beginner Power Low Control Very high Comfort Very high Manoeuvrability Very high Shape Round Weight 360-375g Face Carbon Fibre Core EVA Soft Balance Medium Level Beginner Description The Adidas RX Carbon 2023 is a round-shaped, control-oriented racket built for beginner and improving pla"
Adidas,Adidas RX Light 2026,2026,round,,,EVA,carbon,2999,2999,0,PadelZone,1,PadelZone,improver,,yes,https://padelzone.co.za/products/adidas-rx-light-2026-padel-racket,"Discover the Adidas RX Light 2026 Padel Racket , a lightweight masterpiece designed for intermediate players who value control, responsiveness, and effortless manoeuvrability. As part of the renowned Adidas RX Series, this racket brings advanced technology into a featherlight frame that makes every point enjoyable. Adidas continues to push boundaries in Padel equipment, and the RX Light 2026 is a "
Adidas,adidas RX Series Light 2026,2026,round,345,,EVA,carbon,2399,2999,600,The Padel Market,2,The Padel Market | Virgin Active Padel Club,improver,,yes,https://thepadelmarket.co.za/products/adidas-rx-series-light-2026-padel-racket,Feel the lightness and the ease of controlling the point. The adidas RX Series Light padel racket is designed to make your game more agile and comfortable. Its round shape and light weight give you total control in defense and allow you to react quickly. Enjoy an incredibly soft feel and great ball output thanks to the combination of Fiber Glass and Soft Performance EVA rubber. The Structural Powe
Adidas,adidas RX Series Light 3.4,,round,,,soft EVA,fibreglass,2099,2499,400,Virgin Active Padel Club,2,PadelZone | Virgin Active Padel Club,beginner,,yes,https://virginactivepadelclub.co.za/products/adidas-rx-series-light-3-4,"This lightweight Padel Racket by Adidas is made for increased agility and manuverability in your game. boasting a fiberglass face and soft EVA core coupled with a lighter frame design, the RX Series Light is a great option for the player looking to elivate their game. All for Padel, the official licensed Adidas Padel Tennis manufacturers, have become known for producing high performance products w"
Adidas,adidas RX Series Lime 3.4,,,,,,carbon,2099,2099,0,Virgin Active Padel Club,1,Virgin Active Padel Club,beginner,,yes,https://virginactivepadelclub.co.za/products/adidas-rx-series-lime-3-4,"The RX Series Lime 3.4 is a racquet designed for intermediate players looking to advance their game. Structural Power and Structural Reinforcement reinforcements made from carbon fibres in key areas enhance the racquet's structural rigidity, increasing its power generation capabilities. Additionally, the Smart Holes Linear hole arrangement adds solidity and extends its lifespan."
Adidas,adidas RX Series Red 3.4,,round,,,EVA,carbon,2099,2499,400,Virgin Active Padel Club,2,PadelZone | Virgin Active Padel Club,beginner,,yes,https://virginactivepadelclub.co.za/products/adidas-rx-series-red-3-4,"Made to suit players with all types of play styles, this RX Series Red Padel Racket has been developed by Adidas to feature fiberglass face and soft performance EVA core to allow you to achieve your highest potential. All for Padel, the official licensed Adidas Padel Tennis manufacturers, have become known for producing high performance products with elegant designs for both top professionals and "
Africa Padel Online Store,Metalbone CTRL 3.4 2025,2025,,,,soft EVA,carbon,6395,6395,0,Africa Padel,1,Africa Padel,intermediate,,yes,https://africapadelshop.com/products/metalbone-ctrl-3-4-2025,"The Metalbone CTRL 3.4 boasts exceptional control for optimal performance. Its Weight & Balance System technology allows for versatility and adaptability in any scenario. Constructed with Carbon Fibre Aluminised 16K and low-density EVA Soft Performance rubber, this racket delivers unparalleled ball output. Equipped with the latest Metalbone technologies for 2025, including the Power Extra Grip for"
